symbol,name,last_sale,market_cap,ipo_year,sector,industry,summary_quote,exchange
ADXSW,"Advaxis, Inc.",0.9558,NA,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw,NASDAQ
ADVM,"Adverum Biotechnologies, Inc.",6.45,29052e4,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/advm,NASDAQ
ACT,AdvisorShares Vice ETF,26.89,16129999.999999998,NA,NA,NA,http://www.nasdaq.com/symbol/act,NASDAQ
AEGN,Aegion Corp,25.51,82976e4,NA,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/aegn,NASDAQ
AGLE,"Aeglea BioTherapeutics, Inc.",6.65,11068e4,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agle,NASDAQ
AEHR,Aehr Test Systems,2.66,5799e4,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aehr,NASDAQ
AMTX,"Aemetis, Inc",0.6299,1249e4,NA,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amtx,NASDAQ
AERI,"Aerie Pharmaceuticals, Inc.",57.3,217e7,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aeri,NASDAQ
AVAV,"AeroVironment, Inc.",53.48,128e7,2007,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/avav,NASDAQ
AEZS,AEterna Zentaris Inc.,2.33,3831e4,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs,NASDAQ
AEMD,"Aethlon Medical, Inc.",1.4896,2249e4,NA,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/aemd,NASDAQ
GNMX,"Aevi Genomic Medicine, Inc.",1.75,10383e4,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnmx,NASDAQ
AFMD,Affimed N.V.,1.375,6142e4,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/afmd,NASDAQ
AGEN,Agenus Inc.,3.75,37569e4,2e3,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen,NASDAQ
AGRX,"Agile Therapeutics, Inc.",3.32,1135e5,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx,NASDAQ
AGYS,"Agilysys, Inc.",12.85,29815e4,NA,Technology,EDP Services,http://www.nasdaq.com/symbol/agys,NASDAQ
AGIO,"Agios Pharmaceuticals, Inc.",77.01,429e7,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio,NASDAQ
AGNC,AGNC Investment Corp.,19.6,767e7,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc,NASDAQ
AGNCB,AGNC Investment Corp.,25.9,897e7,NA,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb,NASDAQ
AGNCN,AGNC Investment Corp.,25.66,NA,NA,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncn,NASDAQ
AGFS,"AgroFresh Solutions, Inc.",7.8,39263e4,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs,NASDAQ
AGFSW,"AgroFresh Solutions, Inc.",0.55,NA,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw,NASDAQ
ALRN,"Aileron Therapeutics, Inc.",9.43,1388e5,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alrn,NASDAQ
AIMT,"Aimmune Therapeutics, Inc.",37.42,191e7,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aimt,NASDAQ
AIRT,"Air T, Inc.",31.906,65180000.00000001,NA,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/airt,NASDAQ
ATSG,"Air Transport Services Group, Inc",25.67,152e7,NA,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg,NASDAQ
AIRG,"Airgain, Inc.",10.29,9857e4,2016,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/airg,NASDAQ
AMCN,AirMedia Group Inc,1.245,782e5,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn,NASDAQ
AKAM,"Akamai Technologies, Inc.",66.87,1131e7,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam,NASDAQ
AKTX,Akari Therapeutics Plc,3.19,4867e4,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx,NASDAQ
AKCA,"Akcea Therapeutics, Inc.",18.59,124e7,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akca,NASDAQ
AKBA,"Akebia Therapeutics, Inc.",15.14,71565e4,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba,NASDAQ
AKER,Akers Biosciences Inc,0.2377,747e4,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker,NASDAQ
AKRX,"Akorn, Inc.",32.59,408e7,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx,NASDAQ
AKTS,"Akoustis Technologies, Inc.",6.19,13624e4,NA,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/akts,NASDAQ
ALRM,"Alarm.com Holdings, Inc.",37.68,178e7,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm,NASDAQ
ALSK,"Alaska Communications Systems Group, Inc.",2.31,24231e4,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk,NASDAQ
ALBO,"Albireo Pharma, Inc.",34,30258e4,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/albo,NASDAQ
ABDC,Alcentra Capital Corp.,8.26,11767e4,NA,NA,NA,http://www.nasdaq.com/symbol/abdc,NASDAQ
ALDR,"Alder BioPharmaceuticals, Inc.",16.9,115e7,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr,NASDAQ
ALDX,"Aldeyra Therapeutics, Inc.",7.25,1386e5,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx,NASDAQ
ALXN,"Alexion Pharmaceuticals, Inc.",124.95,2792e7,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn,NASDAQ
ALCO,"Alico, Inc.",27,2226e5,NA,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco,NASDAQ
ALGN,"Align Technology, Inc.",273.56,2193e7,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn,NASDAQ
ALIM,"Alimera Sciences, Inc.",1.19,8229e4,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim,NASDAQ
ALJJ,"ALJ Regional Holdings, Inc.",3.4,12791e4,NA,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/aljj,NASDAQ
ALKS,Alkermes plc,59.85,92e8,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks,NASDAQ
ABTX,"Allegiance Bancshares, Inc.",39.8,52463e4,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx,NASDAQ
ALGT,Allegiant Travel Company,156.2,251e7,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt,NASDAQ
ALNA,"Allena Pharmaceuticals, Inc.",8.73,18045e4,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/alna,NASDAQ
AHGP,"Alliance Holdings GP, L.P.",29.77,178e7,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp,NASDAQ
AMMA,"Alliance MMA, Inc.",0.8279,1048e4,2016,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/amma,NASDAQ
ARLP,"Alliance Resource Partners, L.P.",21.7,284e7,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp,NASDAQ
AHPI,"Allied Healthcare Products, Inc.",2.14,859e4,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi,NASDAQ
AMOT,"Allied Motion Technologies, Inc.",35.24,33312e4,NA,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot,NASDAQ
ALQA,"Alliqua BioMedical, Inc.",2.3175,1156e4,NA,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa,NASDAQ
ALLT,Allot Communications Ltd.,5.07,16789e4,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt,NASDAQ
MDRX,"Allscripts Healthcare Solutions, Inc.",15.31,277e7,NA,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx,NASDAQ
AFAM,Almost Family Inc,58.9,82271e4,NA,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam,NASDAQ
ALNY,"Alnylam Pharmaceuticals, Inc.",134.29,1332e7,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny,NASDAQ
AOSL,Alpha and Omega Semiconductor Limited,16.84,40206e4,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl,NASDAQ
GOOG,Alphabet Inc.,1170.37,81318e7,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog,NASDAQ
GOOGL,Alphabet Inc.,1182.14,82135e7,NA,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl,NASDAQ
SMCP,AlphaMark Actively Managed Small Cap ETF,26.75,2942e4,NA,NA,NA,http://www.nasdaq.com/symbol/smcp,NASDAQ
ATEC,"Alphatec Holdings, Inc.",3.45,577e5,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec,NASDAQ
ALPN,"Alpine Immune Sciences, Inc.",11.63,16144e4,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alpn,NASDAQ
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,30.9498,1083e4,NA,NA,NA,http://www.nasdaq.com/symbol/swin,NASDAQ
AABA,Altaba Inc.,78.58,68629999999.99999,NA,Technology,EDP Services,http://www.nasdaq.com/symbol/aaba,NASDAQ
ALTR,Altair Engineering Inc.,25.01,157e7,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/altr,NASDAQ
ALT,"Altimmune, Inc.",1.84,288e5,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alt,NASDAQ
ASPS,Altisource Portfolio Solutions S.A.,30.61,54806e4,NA,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps,NASDAQ
AIMC,Altra Industrial Motion Corp.,53.25,156e7,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc,NASDAQ
AMAG,"AMAG Pharmaceuticals, Inc.",14.65,51823e4,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag,NASDAQ
AMRN,Amarin Corporation plc,4.27,116e7,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn,NASDAQ
AMRK,"A-Mark Precious Metals, Inc.",13.81,971e5,NA,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk,NASDAQ
AMZN,"Amazon.com, Inc.",1377.95,664e9,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn,NASDAQ
AMBC,"Ambac Financial Group, Inc.",16.45,74438e4,NA,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc,NASDAQ
AMBCW,"Ambac Financial Group, Inc.",6.64,NA,NA,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw,NASDAQ
AMBA,"Ambarella, Inc.",50.1,167e7,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba,NASDAQ
AMCX,AMC Networks Inc.,53.16,329e7,NA,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx,NASDAQ
DOX,Amdocs Limited,69.5,1e10,NA,Technology,EDP Services,http://www.nasdaq.com/symbol/dox,NASDAQ
AMDA,Amedica Corporation,3.37,1036e4,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda,NASDAQ
AMED,Amedisys Inc,55.12,187e7,NA,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed,NASDAQ
UHAL,Amerco,378.4,742e7,NA,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal,NASDAQ
AMRH,"Ameri Holdings, Inc.",2.93,4646e4,NA,Technology,Semiconductors,http://www.nasdaq.com/symbol/amrh,NASDAQ
AMRHW,"Ameri Holdings, Inc.",0.8075,NA,NA,Technology,Semiconductors,http://www.nasdaq.com/symbol/amrhw,NASDAQ
ATAX,"America First Multifamily Investors, L.P.",6.1,36754e4,NA,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax,NASDAQ
AMOV,"America Movil, S.A.B. de C.V.",18.96,6262e7,NA,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov,NASDAQ
AAL,"American Airlines Group, Inc.",53.05,2538e7,NA,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal,NASDAQ
ACSF,"American Capital Senior Floating, Ltd.",11.1,111e6,2014,NA,NA,http://www.nasdaq.com/symbol/acsf,NASDAQ
AETI,"American Electric Technologies, Inc.",1.5,13e6,NA,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti,NASDAQ
AMNB,"American National Bankshares, Inc.",37.95,32817e4,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb,NASDAQ
ANAT,American National Insurance Company,127.65,344e7,NA,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat,NASDAQ
AOBC,American Outdoor Brands Corporation,12.3,6656e5,NA,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aobc,NASDAQ
APEI,"American Public Education, Inc.",25,4067e5,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei,NASDAQ
ARII,"American Railcar Industries, Inc.",40.4,77099e4,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii,NASDAQ
AMRB,American River Bankshares,15.2998,9757e4,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb,NASDAQ
AMSWA,"American Software, Inc.",12.8,38596e4,NA,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa,NASDAQ
AMSC,American Superconductor Corporation,5.4,113e6,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc,NASDAQ
AMWD,American Woodmark Corporation,140.05,245e7,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd,NASDAQ
CRMT,"America&#39;s Car-Mart, Inc.",47.4,33891e4,NA,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt,NASDAQ
ABCB,Ameris Bancorp,53.45,199e7,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb,NASDAQ
AMSF,"AMERISAFE, Inc.",62.5,12e8,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf,NASDAQ
ASRV,AmeriServ Financial Inc.,4.1,7433e4,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv,NASDAQ
ASRVP,AmeriServ Financial Inc.,27.3192,NA,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp,NASDAQ
ATLO,Ames National Corporation,29.25,27234e4,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo,NASDAQ
AMGN,Amgen Inc.,190.08,13798e7,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn,NASDAQ
FOLD,"Amicus Therapeutics, Inc.",15.95,266e7,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fold,NASDAQ
AMKR,"Amkor Technology, Inc.",10.04,24e8,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr,NASDAQ
AMPH,"Amphastar Pharmaceuticals, Inc.",19.4,89193e4,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph,NASDAQ
IBUY,Amplify Online Retail ETF,44.7,NA,NA,NA,NA,http://www.nasdaq.com/symbol/ibuy,NASDAQ
ASYS,"Amtech Systems, Inc.",10.49,15453e4,NA,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys,NASDAQ
AFSI,"AmTrust Financial Services, Inc.",13.1,257e7,NA,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi,NASDAQ
AMRS,"Amyris, Inc.",5.18,22291e4,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs,NASDAQ
ADI,"Analog Devices, Inc.",91.98,33909999999.999996,NA,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi,NASDAQ
ALOG,Analogic Corporation,87.3,109e7,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog,NASDAQ
ANAB,"AnaptysBio, Inc.",113.51,267e7,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anab,NASDAQ
AVXL,Anavex Life Sciences Corp.,3.06,13532e4,NA,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/avxl,NASDAQ
ANCB,Anchor Bancorp,24.9593,6227e4,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb,NASDAQ
ANDA,Andina Acquisition Corp. II,10.3093,4278e4,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda,NASDAQ
ANDAR,Andina Acquisition Corp. II,1.35,NA,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar,NASDAQ
ANDAU,Andina Acquisition Corp. II,14,NA,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau,NASDAQ
ANDAW,Andina Acquisition Corp. II,1.7387,NA,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andaw,NASDAQ
ANGI,ANGI Homeservices Inc.,13.56,647e7,NA,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi,NASDAQ
ANGO,"AngioDynamics, Inc.",17.2,63202e4,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango,NASDAQ
ANIP,"ANI Pharmaceuticals, Inc.",67.96,792e6,NA,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip,NASDAQ
ANIK,Anika Therapeutics Inc.,62.43,91533e4,NA,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik,NASDAQ
